restaurant_name,location,cuisine,estimated_cost,rating
The Lobby Brew - Conrad Bengaluru,ulsoor,"cafe, north indian, fast food",2200.0,3.8
Cafe 22,church street,"cafe, fast food",700.0,3.0
Chai Ki Tapri,mg road,cafe,250.0,3.7
Cafe Aladdin,st. marks road,"cafe, chinese",500.0,3.9
Cafe Cerrise,ulsoor,"cafe, continental, salad",600.0,3.8
Savera Cafe,shivajinagar,cafe,50.0,3.7
Norsha Caffe,commercial street,cafe,400.0,3.3
Little Bites,mg road,"cafe, fast food",200.0,3.6
Dasaprakash Cafe,mg road,cafe,400.0,3.1
The Bao Belly,residency road,cafe,400.0,3.3
The Coffee Bean & Tea Leaf,mg road,cafe,700.0,3.8
Berrylicious Cafe,mg road,"continental, cafe, desserts, pizza, north indian, chinese, ice cream",900.0,4.1
Hammered,cunningham road,"north indian, thai, japanese, continental, cafe",1300.0,4.7
Dolci Desserts,cunningham road,"cafe, desserts",750.0,4.3
The Culinarium,vasanth nagar,"cafe, desserts, beverages",1100.0,3.7
Infinitea Tea Room & Tea Store,cunningham road,"continental, cafe, desserts, salad, momos",1000.0,4.3
Mudpipe Cafe,cunningham road,"cafe, continental, italian, burger",750.0,4.2
Chels Cafe,cunningham road,"cafe, burger",500.0,3.5
Talk Ease,city market,cafe,200.0,3.1
Tea and Wine Lounge,race course road,"cafe, tea, desserts",800.0,3.5
eat.fit,church street,"healthy food, north indian, biryani",300.0,4.1
Kabab Souq,richmond road,"kebab, north indian, arabian, chinese",500.0,3.6
Kerala Pavilion,domlur,"kerala, south indian, seafood, biryani",300.0,3.9
Donne Biriyani House,indiranagar,biryani,300.0,4.0
Leon Grill,st. marks road,"burger, turkish, arabian, fast food, salad, healthy food, desserts",500.0,4.3
FreshMenu,richmond road,"healthy food, chinese, biryani, north indian, continental, salad, american, burger",450.0,3.8
Sri Ganesh Juice Junction,koramangala 8th block,"beverages, juices, fast food",150.0,4.1
Burger King,indiranagar,"burger, fast food, beverages",600.0,4.0
Shanmukha,old airport road,"biryani, andhra, north indian, chinese",800.0,3.9
New Taj,ulsoor,"north indian, chinese",300.0,3.3
Sandhya Veg,brigade road,"south indian, chinese",150.0,3.5
Dunkin' Donuts,brigade road,"burger, desserts, fast food",550.0,4.1
Khan Saheb Grills and Rolls,indiranagar,"fast food, rolls",350.0,4.0
Shahi Family Restaurant,ulsoor,"north indian, chinese, south indian",350.0,3.4
Pathaan Sir,frazer town,"fast food, rolls, momos",250.0,3.8
BOX8- Desi Meals,residency road,"north indian, mughlai, fast food",500.0,4.3
Punjabi Dhaba,ejipura,"north indian, chinese",350.0,3.5
Warm Oven,domlur,"bakery, desserts",500.0,4.3
Donne Biryani House,residency road,biryani,400.0,3.3
Firangi Bake,indiranagar,"mexican, italian",600.0,3.9
Behrouz Biryani,vasanth nagar,biryani,650.0,4.2
Corner House Ice Cream,residency road,"ice cream, desserts",400.0,4.4
Chai Point,indiranagar,"tea, beverages, fast food",250.0,4.2
Empire Restaurant,frazer town,"north indian, mughlai, south indian, chinese",750.0,4.0
Tadkawala,vasanth nagar,north indian,200.0,3.5
Shawarma Time,ulsoor,arabian,300.0,3.7
Bangalore Shadi Biriyani,vasanth nagar,"chinese, north indian",150.0,3.5
Pizza Hut,shanti nagar,"pizza, fast food",750.0,3.8
Roti Shotti,jeevan bhima nagar,north indian,400.0,3.8
Indian Chicken Biryani Point,richmond road,"biryani, south indian",300.0,3.3
Nando's,indiranagar,"portuguese, african",1200.0,4.3
KFC,cunningham road,"burger, fast food",400.0,3.6
Dakshin Restaurant,brigade road,"mangalorean, seafood, north indian, chinese",800.0,3.6
KC Das,mg road,"mithai, street food",200.0,3.9
Ovenstory Pizza,vasanth nagar,pizza,750.0,3.8
M.M.A Kababs Rolls & Biryani Center,old madras road,"arabian, mughlai, chinese, kebab, fast food",400.0,2.7
Richie Rich,race course road,"desserts, beverages, fast food, ice cream",450.0,4.0
Belgian Waffle Factory,brigade road,desserts,400.0,4.9
No 10 Fort Cochin,st. marks road,"biryani, kerala, seafood, south indian",800.0,3.8
Shanthi Sagar,ulsoor,"south indian, north indian, chinese, juices",250.0,4.1
Savoury Restaurant,frazer town,"arabian, north indian, chinese, beverages",800.0,4.1
Faasos,vasanth nagar,"north indian, biryani, fast food",500.0,3.8
Karama Restaurant,frazer town,"arabian, north indian, beverages",750.0,4.4
The Mughal's,frazer town,"mughlai, north indian, chinese",400.0,3.7
Potful,domlur,"biryani, kebab, rolls, mughlai",650.0,4.1
KKR FOODIES,st. marks road,"biryani, chinese, fast food, north indian",400.0,3.1
Hotel Dil Coorg,ulsoor,"north indian, south indian",300.0,3.6
Meghana Foods,indiranagar,"biryani, chinese, north indian, seafood",750.0,4.2
The Milkshake Theory,lavelle road,"beverages, fast food",400.0,3.2
Snack House,indiranagar,"fast food, momos",200.0,3.8
Indiana Burgers,domlur,burger,300.0,3.4
Xpress Biryani,ulsoor,"biryani, north indian, kebab",650.0,4.3
Cupcake Bliss,domlur,bakery,250.0,3.6
New Alameen Restaurant,ulsoor,"kerala, north indian, chinese",300.0,3.5
Soda Bottle Opener Wala,lavelle road,"parsi, north indian",1300.0,4.4
Smoke House Deli,lavelle road,"european, italian, desserts, salad, juices, steak",1600.0,4.6
Thai Chy,indiranagar,"thai, asian, indonesian",1200.0,4.3
Donne Biryani Hatti,vasanth nagar,biryani,300.0,3.6
Kabab Magic,richmond road,"north indian, kebab, fast food",500.0,3.9
The Good Bowl,vasanth nagar,"italian, north indian, biryani",500.0,3.6
Ishta Upahar,ulsoor,south indian,100.0,3.4
Krispy Kreme,richmond road,"desserts, beverages",300.0,4.0
Healthie,indiranagar,"healthy food, beverages",600.0,3.9
XO Belgian Waffle,brigade road,"desserts, beverages",450.0,4.4
Mani's Dum Biryani,ulsoor,"biryani, kebab",750.0,4.0
Subway,lavelle road,"salad, fast food",600.0,3.9
Kaati Zone,church street,"fast food, biryani, rolls",350.0,3.1
Suryawanshi,indiranagar,"seafood, maharashtrian",700.0,4.2
Portland Steakhouse & Cafe,mg road,"steak, italian, continental, american, burger, bbq, salad",1500.0,4.3
WOW! Momo,brigade road,"chinese, momos",400.0,3.7
Thalis Of India,indiranagar,"south indian, north indian, beverages",500.0,3.4
Keventers,indiranagar,"desserts, beverages, ice cream",400.0,4.0
Utse Kitchen,commercial street,"nepalese, tibetan, momos",800.0,4.2
Shawarma Inc,brigade road,"rolls, lebanese",250.0,3.1
Alampur Bar And Restaurant,race course road,"chinese, south indian, north indian",900.0,3.7
SGS Non Veg - Gundu Pulav,st. marks road,"biryani, fast food",400.0,3.9
Hotel Fanoos,richmond road,"arabian, biryani, rolls, kebab",400.0,4.0
Laughing Llama Gastropub,brigade road,"finger food, continental, pizza",1600.0,4.3
Imperial Restaurant,indiranagar,"north indian, chinese, biryani, kebab, juices",800.0,3.9
Oregano Pizzeria,frazer town,"italian, pizza",300.0,3.5
The Good Grain,residency road,"healthy food, north indian, south indian",400.0,4.1
Pasta Street,cunningham road,"italian, pizza, salad",1300.0,4.5
Chetty's Coffee,mg road,south indian,200.0,3.7
Cita Pani,indiranagar,"biryani, north indian, arabian",350.0,3.9
The Waffle Press,st. marks road,"desserts, ice cream",400.0,4.3
Delicacy,frazer town,"chinese, thai, momos",500.0,3.9
Kareem's,frazer town,"north indian, mughlai",700.0,3.6
Mamagoto,indiranagar,"asian, thai, chinese, bbq, momos",1600.0,4.4
Tayabbs,frazer town,"rolls, north indian, fast food",500.0,3.0
Atty's Bakery,frazer town,bakery,250.0,4.0
Vijayalakshmi Veg,frazer town,south indian,200.0,3.9
The Cake House,ulsoor,"bakery, desserts",300.0,3.7
Eden Park,cunningham road,"andhra, biryani, chinese, north indian, seafood, south indian",1100.0,4.1
YumYumDilli,indiranagar,north indian,500.0,3.6
Kanti Sweets,brigade road,"mithai, street food",400.0,3.9
Rahhams,frazer town,"mughlai, north indian, chinese",700.0,3.9
Marzipan Cafe & Bakery,ulsoor,"cafe, mediterranean, bakery, greek, beverages",700.0,4.2
Bozo's Yum Yums,frazer town,"fast food, burger, american",650.0,4.0
Pind Balluchi,brigade road,"north indian, mughlai",700.0,4.0
Cream Chemistry,frazer town,"ice cream, desserts",500.0,3.9
The Brekkie Shop,mg road,"healthy food, sandwich",300.0,3.5
Maravanthe,brigade road,"mangalorean, seafood",650.0,3.5
Haldiram's Express,brigade road,north indian,300.0,3.6
Hotel Ramprasad,brigade road,"south indian, chinese",300.0,4.2
Anna Kuteera,st. marks road,"south indian, north indian, chinese",400.0,3.8
Indian Spice Food,ulsoor,"north indian, chinese",300.0,3.6
Wangs Kitchen,ulsoor,chinese,1000.0,2.5
Lassi Shop,indiranagar,"beverages, juices, ice cream",100.0,3.8
Kitchen of Joy,indiranagar,"fast food, bengali, rolls",400.0,4.1
Haji Ali Juice Centre,commercial street,"fast food, pizza, rolls, beverages, juices",350.0,4.0
Domino's Pizza,mg road,"pizza, fast food",800.0,3.9
Mama Mia!,indiranagar,"desserts, cafe",400.0,4.3
Shaadi Ki Biryani,commercial street,biryani,600.0,2.8
Taste of Nepal,koramangala 8th block,"nepalese, momos, chinese",350.0,3.5
Shiro,lavelle road,"japanese, asian",3000.0,4.4
Five Star Chicken,wilson garden,"fast food, burger",200.0,3.5
Thai House,brigade road,thai,700.0,4.2
InnerChef,indiranagar,"north indian, continental",500.0,3.7
Roll Er Dokaan,brigade road,"street food, rolls",300.0,3.3
NH7 Refuel,ulsoor,"north indian, chinese, biryani",400.0,3.5
Church Street Social,church street,"american, north indian, chinese, finger food, momos",1500.0,4.3
Mad Over Donuts,brigade road,"bakery, desserts, beverages",450.0,3.9
Sheesh Kebab,frazer town,north indian,700.0,4.1
Just Shawarma,ulsoor,arabian,300.0,3.8
Bangaliana,indiranagar,bengali,500.0,3.7
The Belgian Waffle Co.,indiranagar,desserts,400.0,4.0
Taco Bell,brigade road,"mexican, american, fast food",600.0,3.8
Bangalore Masala House,vasanth nagar,"cafe, continental, fast food",500.0,4.2
Classic Lassi Shop,ulsoor,"beverages, ice cream",150.0,3.5
Fruit Face,indiranagar,"fast food, street food, beverages",300.0,3.6
Sweet Truth,koramangala 8th block,"bakery, desserts",500.0,4.2
Srinidhi Sagar Food Line,indiranagar,"south indian, north indian, chinese",40.0,3.7
Jars,vasanth nagar,"healthy food, beverages",650.0,3.8
Pabrai's Fresh & Naturelle Icecreams,brigade road,"ice cream, desserts",180.0,4.2
Ibaco,indiranagar,desserts,300.0,4.0
Hungerbreak 24x7,koramangala 8th block,"north indian, south indian, maharashtrian",500.0,3.1
The Egg Factory,st. marks road,"continental, american",750.0,4.2
Firewood Biryani,residency road,"biryani, kebab, rolls",400.0,3.9
Sweet Chariot,cunningham road,"bakery, fast food",500.0,3.8
Venus Biryani,domlur,"biryani, chinese",200.0,3.0
Sangam Sweets,seshadripuram,"mithai, street food",200.0,3.1
Kartik's Mithai Shoppe,indiranagar,"mithai, street food",150.0,4.1
Desi Deck,brigade road,"mughlai, north indian, desserts",1300.0,3.9
UBCR,indiranagar,"italian, american, chinese, arabian, north indian, cafe",350.0,3.3
Hoppipola,church street,"continental, mediterranean, european",1300.0,4.3
Hatti Kaapi,ulsoor,"south indian, beverages",200.0,3.8
Mount View Fast Food,vasanth nagar,"fast food, street food",100.0,3.3
Chichaba's Taj,frazer town,"biryani, north indian, mughlai",600.0,3.9
99 Pancakes,church street,"desserts, ice cream",150.0,4.1
Beijing Bites,richmond road,"chinese, thai",850.0,3.8
Kabab Korner,st. marks road,"north indian, chinese, fast food",500.0,3.9
Oh My Chaat,frazer town,street food,300.0,3.1
YumYumSouth,indiranagar,south indian,600.0,3.5
Foodhall,mg road,"italian, bakery, fast food",1000.0,4.0
Ciclo Cafe,indiranagar,"cafe, italian, american",1000.0,4.3
Alibaba Cafe and Restaurant,frazer town,"arabian, middle eastern",700.0,3.9
Goli Vada Pav No. 1,ulsoor,street food,200.0,3.5
Ooty Chocolates,indiranagar,desserts,300.0,3.8
Arya Bhavan Sweets,vasanth nagar,"mithai, street food, north indian",300.0,3.2
Amande Patisserie,lavelle road,"bakery, french, desserts",300.0,4.2
Qissa Khawani,church street,"north indian, mughlai",800.0,4.4
Ayda Persian Kitchen,church street,"north indian, iranian",950.0,3.9
Sri Krishna Sweets,indiranagar,mithai,250.0,3.7
Tewari Bros Mithai Shoppie,commercial street,"fast food, mithai",300.0,3.8
Kolkatta Famous Chat,indiranagar,"street food, north indian",100.0,3.7
Cookie Man,brigade road,bakery,150.0,3.4
Vinny's,brigade road,"pizza, italian, continental, desserts",800.0,3.9
Sagar Delicacy,ulsoor,"north indian, chinese, fast food, street food",500.0,3.9
Platter,residency road,"street food, juices",300.0,2.9
The Adukkala Restaurant,brigade road,kerala,500.0,3.6
Carnival de Goa,ulsoor,"goan, mangalorean, pizza",1000.0,4.2
McDonald's,brigade road,"burger, fast food",500.0,3.7
Northern Route,st. marks road,"north indian, street food",300.0,4.1
INDULGE by InnerChef,indiranagar,"desserts, bakery",400.0,3.5
The Open Box,st. marks road,"european, north indian, mediterranean, asian, salad",1400.0,4.2
Double Decker,brigade road,"continental, north indian",1300.0,4.3
Chickpet Donne Biryani House,commercial street,biryani,250.0,3.7
Toscano,lavelle road,"italian, salad",1500.0,4.4
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,indiranagar,continental,500.0,3.1
Dakshin Biryani & Tiffin,indiranagar,"andhra, south indian, north indian",550.0,3.4
Pizza Stop,lavelle road,"pizza, italian",600.0,3.5
Baskin Robbins,frazer town,"ice cream, desserts",250.0,3.1
Chocolate D'Luxe,lavelle road,desserts,550.0,4.1
Chilli Chicken,brigade road,fast food,500.0,3.1
NoLimmits Lounge and Club,brigade road,"chinese, continental, north indian, burger, pizza",2000.0,4.0
Masale Daan,richmond road,north indian,350.0,3.2
Hotel Rangoon,ulsoor,burmese,300.0,3.7
Drunken Monkey,frazer town,"beverages, fast food",400.0,3.5
Mangalore pearl - Seafood Restaurant,ulsoor,"mangalorean, seafood",550.0,4.3
The Wok Shop,ulsoor,"asian, chinese, momos, fast food, indonesian, korean",500.0,3.4
Chaitanya Veg,shivajinagar,south indian,300.0,3.2
20 Feet High,church street,"american, continental, steak, salad",1000.0,4.0
World In A Bowl,indiranagar,"continental, north indian, desserts, beverages",600.0,2.8
Bean Flickers,indiranagar,"cafe, american, fast food, coffee, continental",700.0,4.3
7 Plates,frazer town,"north indian, mughlai, rolls, fast food",600.0,3.9
Munchies,brigade road,"fast food, bakery",250.0,3.9
Kenz Karam,frazer town,"desserts, beverages",300.0,3.5
Kobe Sizzlers,brigade road,"american, continental, fast food, steak",1500.0,4.1
Cafe Idly,frazer town,"south indian, fast food",200.0,3.7
Al Swaad Take Away,richmond road,"north indian, south indian, arabian",350.0,3.1
Ambur Star Briyani,indiranagar,"north indian, chinese, biryani",500.0,3.7
Airlines Hotel,lavelle road,"south indian, north indian, street food",400.0,4.0
Just Bake,ulsoor,"bakery, desserts",400.0,3.4
Pai Vihar,vasanth nagar,"south indian, street food, chinese, fast food",400.0,2.8
Crunch Pizzas,domlur,"italian, pizza",600.0,2.9
Eat At Nite,frazer town,"north indian, chinese, rolls",400.0,3.2
Height's Cafe - Hotel Bangalore International,race course road,"continental, south indian",1000.0,3.2
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,mg road,desserts,600.0,3.9
Frozen Bottle,brigade road,"beverages, desserts, ice cream",400.0,4.0
Sri Udupi Park,residency road,"south indian, chinese",200.0,3.8
Ramji Chaiwale,ulsoor,"beverages, fast food",250.0,3.8
Gelato Italiano,kammanahalli,"ice cream, desserts, bakery",200.0,3.2
Chantilly,indiranagar,"cafe, bakery",450.0,4.1
Ghar Ka Bhojan,domlur,"north indian, healthy food",200.0,3.3
Cafe Terra,indiranagar,"cafe, continental, fast food",500.0,4.2
Charminar Kabab Paradise,frazer town,"north indian, chinese, mughlai, kebab",500.0,4.0
Cream Stone,frazer town,"desserts, beverages",500.0,4.0
EatWater,lavelle road,north eastern,1000.0,4.2
Sherlock's Cafe,frazer town,"cafe, fast food",350.0,3.7
Step Right Up,vasanth nagar,"cafe, italian",300.0,4.1
Zaks Mediterranean Cuisine,frazer town,"mediterranean, arabian, lebanese, rolls",700.0,3.9
Paratha Xpress,ulsoor,"north indian, chinese",200.0,3.5
The ThickShake Factory,cunningham road,"beverages, juices",350.0,2.8
The Chariot,brigade road,"south indian, north indian, chinese",350.0,2.9
The J,church street,"fast food, beverages",450.0,4.0
ZOROY Luxury Chocolate,church street,desserts,250.0,4.0
Kanteen 038,indiranagar,"tea, beverages, fast food",200.0,3.9
Donne Biriyani Mane,church street,"biryani, kebab",400.0,3.5
A2B - Adyar Ananda Bhavan,shanti nagar,"south indian, fast food, street food",400.0,3.9
Le Rock,brigade road,"continental, chinese",2000.0,4.0
Bangalore Bytes,brigade road,"fast food, south indian, biryani",300.0,3.5
Milk N Shakes,koramangala 8th block,beverages,300.0,3.7
Siridhanya Upahara Darshini,frazer town,south indian,400.0,3.4
Hotel Chandrika,cunningham road,"south indian, north indian, chinese, street food",400.0,3.8
Gowdru Hotel,indiranagar,"south indian, biryani",400.0,3.9
Cafe Braqa,indiranagar,"cafe, italian, continental, beverages",700.0,4.0
Naachiyar's,ulsoor,chettinad,600.0,3.9
Cobaja,brigade road,"seafood, south indian, bar food, mangalorean, konkan",700.0,4.3
Brownie Heaven,cunningham road,"desserts, fast food",300.0,4.2
Kadamba Foodline,ulsoor,"chinese, north indian, south indian",400.0,3.7
The Bundle Co.,mg road,"burger, continental, italian, beverages",700.0,4.4
Tea Break Lounge,brigade road,"beverages, fast food",400.0,3.3
The Grill House,ulsoor,"american, mexican, italian, steak",1200.0,4.1
Mountain Spice,koramangala 8th block,"chinese, nepalese, tibetan, momos",400.0,3.9
Kabab Nation Corner,brigade road,"chinese, arabian, fast food",500.0,3.5
Petoo,commercial street,"north indian, fast food, street food",800.0,3.7
The Grand Taj,shivajinagar,"north indian, chinese",350.0,3.2
Kumbakonam Degree Coffee,indiranagar,"south indian, fast food",200.0,3.8
C Sharp Kitchen,church street,"north indian, chinese, european",600.0,3.4
Nossa Goa,richmond road,"goan, seafood, konkan, desserts",1000.0,4.1
Red Lantern,cunningham road,"chinese, thai",700.0,3.7
ROYCE' Chocolate,mg road,desserts,1000.0,3.5
Chung Wah Express,indiranagar,"chinese, thai, momos, vietnamese",600.0,2.8
Ujwal Restaurant,vasanth nagar,"seafood, north indian, chinese",550.0,3.9
GMT - Gelateria Montecatini Terme,lavelle road,"desserts, ice cream",300.0,4.4
Gokul Kuteera,indiranagar,"north indian, chinese, south indian",650.0,3.9
The Souk,ulsoor,"cafe, mediterranean, italian, pizza, continental",800.0,3.7
Caffe Maven,residency road,"chinese, north indian",300.0,3.4
Bubbles,frazer town,cafe,450.0,3.7
Popat,indiranagar,north indian,300.0,3.2
Tea Journey,indiranagar,cafe,500.0,3.8
Baba Da Dhaba,brigade road,north indian,650.0,4.1
Ging - Royal Orchid Central,mg road,asian,2000.0,4.3
Masala Central,frazer town,north indian,300.0,3.7
Daily Bite,richmond road,"desserts, fast food",250.0,3.5
All Saints Bakery,brigade road,bakery,200.0,3.6
Ta'aam,cunningham road,"north indian, mughlai, arabian, chinese",750.0,4.1
